text,label
I really appreciate you all s BHM commercial that aired today during s BookofNegroes,1
do new flights come out at midnight,0
Looks like On February 19 2015 we will open our schedule for sale through October 30 2015 know what time that will be,0
do you have all winners for DestinationDragons,0
I had to travel to Savannah GA once again on an airline I don t Luv When r u going to fly me to Savannah Pleeeease,0
So I am flying Chicago LAX PHX just to go spotting at LAX and PHX airports then I am flying back to Chicago,0
Thanks for replying I sen t my conf I love aviation and Southwest and all I wanted for my 18th was to fly SWA for the day,1
thanks for taking it up a notch leinenkugels craftbeer goodflight Norfolk,1
i cant look up my confirmation number at the moment on mobile the email is no longer in my inbox,0
thank u for not leaving me nice job running thru the airport to catch your connecting flight,1
thanks so much for making my night cannot wait for my trip next week,1
any info on DestinationDragons me amp jon3s need to know,0
filing it now Thank you for your response,1
DestinationDragons Any word on winners of contest Any chance for tix for the Provo DestinationDragons show Fingers Crossed,0
I will be writing in about the service via email My company also transports well over 100 clients monthly via SW,0
One heck of an airline,1
Thanks It is good to air on the side of caution,0
Yay And are dependents with ID wife children eligible to use this discount too How do you use it over the phone inperson,0
woohoo that just made my day I looked and just couldn t find that thank you,1
when will dates to fly go past August 7 2015,0
just had a great flight 4223 with Damion He was the best damionflight4223,1
YO give their plane back They re mad amp threatening to take away my Companion Pass Luv,0
Whoa Thanks and that s what I wanted to hear Early flight coming up Thanks for the reply,1
Working on a piece about military discounts and am hearing you offer one Can you give me specifics and confirm Thank You,0
Did they pick someone for Destination Dragons,0
Do you anticipate any Cancelled Flightlations for flights out of Nashville tomorrow Thank you,0
thx fingers crossed they are found,1
do you have any info about when DestinationDragons winners will be announced me amp my best friend are hoping to win thanks,0
So far so good,1
just DMed you guys,0
I d love to hear them live at this saturday destinationdragons,1
that s why I fly y all that personalized service,1
k but who won destination dragons,0
well timed tweet just boarded and will be listening on my way home,1
I dunno my travel information like what,0
snapchat iMessage instagram,0
will do heart flying,0
awesome thank you,1
luckily the people working the BSO at Chicago Midway have been very attentive and found our bags in Punta Cana,1
is there a way to DM you,0
PIT Gate A1 Big shout out to the lady trying to track him down,1
I just had a great experience with your customer service team Thank you LuvSW A list,1
is there a way to know who checked my bag on the curb She was awesome And want to be sure she gets a high five,1
yall still fly in the cold right,0
thank you for handling this for me Glad Southwest cares about what it s flyers think,1
Bingo Thank you for bringing this to our attention We ll be happy to reach out to Noah so we can make this right MR,1
oops Sorry Done,0
how come on mobile I can t proceed w o entering a postcode at purchase I m from Ireland and I don t have a postcode just,0
I would but you need to follow me first,0
I m not sure I did the messaging part right Please let me know if you received it,0
love luv the addition of the passbook option,1
thanks for the follow up So glad to get my bag back,1
Denver to Phoenix I think we re finally getting ready to take off,0
is your companion pass broken today purchase error INVALID LOYALTY MEMBER ACCOUNT STATUS SW900001 vyiL1XKlROG24fS 918j A,0
amazing service by your SW stewardesses From den to Cun and from CUN to Atl and atl to lax Thank u,1
ftw Hope they ll sing us a song on our flight to Phoenix today Terminal 2 Humphrey,0
did you pick the winners for the DestinationDragons 87yearsLate Flightr maybeijustlost whyyounoloveme,0
dragonss lol I m sorry I m just seeing this now but LAUREN OH MY GOD AHHHH,1
once or twice a year Hard to get vacation time from work sometimes But love flying with you guys,1
JUST GAVE ME TICKETS TO SEE AT ON SATURDAY I CAN T EVEN RIGHT NOW HAHA THANK YOU,1
We share that value in common,1
Is the 1 750 bonus at 1800Flowers still on or did it expire 2 14 15,0
OK we will Thank you,1
8FKQW is the conf Thanks for the reply,0
Times change I guess,0
App Updated With Passbook Support via,0
Any possible chance of SWA bringing back service between LGA BWI It would make it much easier to connect to the west coast,0
please expedite missing bag claim 3526665682 Thanks,0
is there anything I can do to get tickets for at It would mean so much to me DestinationDragons,0
When does the new schedule open that takes us past 10 31,0
go south everyone,0
thanks for the follow up I appreciate it,1
arrived in San Juan early Thanks for a great flight LUV u,1
just sent you a DM w additonal info,0
can I please go see on friday I promise I ll only fly Southwest when going back home to NH MHTforlife,0
So important to accept others for who they are SWADiversity,0
Are you announcing any more winners to the DestinationDragons show in UTAH this weekend Lucky,0
thanks already subscribe and have a RR Account Had received a promo code last month but has since expired Any new offers,1
thank you kindly,1
so when do we find out who won the imagine dragons contest,0
Great job celebrating MardiGras2015 You own the industry Another reason I m nuts for you,1
Thank you,0
planning a family trip to Orlando in May and trying to figure out when to book to get the best rate Any Suggestions,0
lemme come to DestinationDragons this university student could use a break from all these books,0
I will not have my passport in time for my trip Could I still fly with photo ID thingsishouldknow ifeeldumb,0
just added passbook support to their iOS application Finally I get to add them to my collection,1
how can I get tickets for Feb 20 Imagine Dragons show,0
I m really craving your pretzels please send me some,1
allows you to change a flight once for no fee yay I will always book flights with them changes you 200,1
give me tickets to the atlanta show and I ll roadtrip from Canada Deal,0
sure I ll send a message now,0
SWADiversity We are ready to be inspired,1
sent,0
10 revenue flights since the beginning of 2015,0
Looking forward to out Power of Inclusion event with very special guests We will begin promptly at 11 30 a m SWADiversity,0
Hmmm how does the Caribbean sound LD WARM THANKS,1
I have a flight to Vegas coming up soon but haven t received any drink tickets Late Flightly Can you help me out,0
Can you follow back for a quick DM SW followed,0
All Flights lead to VEGAS BABY,0
Apology accepted customerserviceWIN itravelalot,1
LOVE your TV ad with the girl dancing Makes me laugh every time AND now I want to take a trip,1
Yes I did and the bags came straight to my hotel Thank you you guys rock,1
Southwest is currently awaiting government approval for this route Do we know when it will be official,0
is offering CompanionPasses to Atlanta residing frequent fliers,0
thank you,1
dragonss oh my gosh,1
dragonss LAUREN IM SCREAMING,1
dragonss LAUREN OMG IM DEAD IM SO SO HAPPY FOR YOU YES YES,1
you re the best,1
I ve never met my favorite band and it would be sooo amazing to win destination dragons,0
dragonss LAUREN OMG BEST AIRLINE EVER,1
dragonss AHHHH YES LAUREN,0
dragonss holy fuckinf shit,1
dragonss oh my god LAUREN OH MY GOD OH MY GOD,1
my birthday is February 24th which is the date of the imagine dragons in flight concert btw,0
dragonss LAUREN HoLY SHT,0
Thank you thank you thank you,1
goes to court to gain access to gates at Love Field deltanews,0
dragonss LAUREN IM SCREAKJMF,0
are you guys gonna be giving away any tickets for at DestinationDragons,0
SWA is willing to follow up FINALLY,0
is hiring for their Emerging Leader Development Program Last day to apply is TODAY Apply here,0
When does PV get approved I am ready to go,0
3854 ATL to RDU Snow forecasted for Raleigh this evening,0
Sorry Thought I did It s done now,0
OH MY GOSH SERIOUSLY you just made my day week year No one will appreciate this more than me,1
when are you opening the flights beyond august 7th,0
pleasantly surprised to be boarding my flight on time this morning at Nashville Good job,1
Ahhhh Sorry just followed,0
Awesome Sending now,1
I left something on a plane landing at Midway last night because I am a responsible adult got a number for me to call TY,0
Thank you,1
Thank you for your time,1
In my letters to follow I will be sure to include my Rewards Number twitter handle and email address,0
Finally got me home BNASnow,0
looking for cheap flight to vegas,0
took delivery of N8661A a new Boeing 737 8H4 yesterday DFW DAL airlines,0
Landed in Nashville Thanks for taking care of us,1
Thanks I just sent a DM with this info,0
Thanks for the info Have a good day,1
hey at least you guys are honest with your customers unlike,1
first time flyer scheduled a round trip set on departure date not sure on returning date policy fees on changing Re Flight,0
Oh no worries NL no disappointments here Better to have NO lounges than like Delta who has them but does disappoint,1
when will you have flights for October 2015 available,0
CEO discusses possibilities of NHL Vegas arena naming rights sportsbiz,0
thanks for getting me back to Nashville Big thanks to the pilots on the 6 15 out of Baltimore Flying in snow landing on ice,1
just did last night Thanks for following up,1
for the win as always saved my day and got me on a direct to Orlando,1
Not possible to carry on and put in a closet overhead Had success doing that with other airlines Thanks,0
Hi how do I add a flight to my account Just created it,0
de icing is important,1
THANK YOU for finally making your boarding passes work with passbook,1
any delays today to Orlando,0
so was there a winner for DestinationDragons,0
Thanks for reminding me about my upcoming trip to Florida but you really didn t need to,0
Today is going to be the day I can feel it Thank y all for your support throughout We re coming home Nashville Octavia,0
I love and appreciate the fact that you guys rarely Cancelled Flight flights and are on time but I need a Cancelled Flightlation this time,1
hopefully Nashville is open I want to come home today,0
hi get a solar charger from Amazon Game changer to plug usb into charge,0
neveind it s been found and on its way Thanks for making the process so painless,1
What are your services What promotion you have at the moment ModeloDeNegocio innovation innovacion BusinessModel,0
my bag was Late Flight checked and put on a different flight from OAK gt MSY Having troubles tracking it down Any help,0
Thank you both very much,1
you are the Official airlines of DivadaPouch aka ThePoopQueen,1
I m trying to get home to Nashville I ve been stuck in Dallas 2 days will my flight get out in the morning,0
Once again I was able to change my flight without any fees oh and the two free checked bags Best airline ever,1
A wonderfully nice agent in Austin helped us out Wish I remembered her name to give proper kudos,1
hot stewardess flipped me off,1
snow forecasted for Raleigh NC tomorrow night Need to know if there s a plan to reschedule flights into RDU Wednesday night,0
I need some help with a reservation,0
Flight 4146 Phi to Den was staffed by a great crew freecomedyshow newlifetimecustomer,1
has the best customer service,1
big thanks to your team family emerg same day ticket experience was excellent 1st time flying with yall not my last,1
total win Happy 7th bday on intercom chocoLate Flight kisses and a chance to hand out snacks Thank you,1
thanks for your excellent response time and assistance All set,1
can t wait Thanks for the response,1
Got it covered Thanks,1
thank you for your help resolving my problem Shannon ROCKS even though Rhonda didn t,1
thanks We will see what happens,1
can u better define the plus one smaller type item on carry on requirements small backpacks,0
Glad it was finally resolved too Too bad I can t get a free voucher to go with mine so I can have a friend travel next time,1
I m Flight Booking Problems a flight to Vegas Any good promo codes,0
all good now Going to make it to Boston on time I m actually on your wifi right now,1
thanks for your assistance you guys ROCK,1
Hey yea I got thru everything is good now well in 7 10 days when the voucher goes through Appreciate it,1
can you outline the policies for both scenarios,0
who should I contact about a missing Rapid Rewards credit,0
welcome to Portland Sun Mt hood and Southwest,0
still haven t been able to get through thanks for responding,0
has the winner for DestinationDragons been announced yet If not when will they be,0
On my flight today from RSW to GRR I was able to snag a free SW Agent to check for me It looks like we are finally all set,1
Yeah we figured it out Thanks,1
thanks for the drink tickets hook up Can t wait for my first international flight with you to NAS pumped,1
I got rebooked for tomorrow,0
Hi I just saw a Black History month commercial on TV amp Im excited In support of this month will you all grant me 1 free trip,1
though I work for another major airline I LOVE your Black history month commercial I Thank you,1
Black History Commercial is really sweet Well done,1
much respect,1
when are we gonna know I have a math test tomoro and I can t concentrate DestinationDragons,0
Thank you thankful feelingtheluv,1
I got it added thank you,1
Great thank you Best of luck dealing with this horrible winter,1
thank you,1
Flight 3111 N614SW departs enroute to Indianapolis International Airport,0
can I use points to book a rental car,0
Thanks for taking care of me Today Michele rocked the customer service Gate 25 HOU,1
I did Thank you,1
Despite Mother Nature s best efforts s good humored folks got us home safely in an area heavily affected by winter storms,1
how are flights looking for tomorrow morning from Nashville BNA to Fort Lauderdale FLL,0
Awesome thanks,1
think flight 1945 from BNA to LAX will get off the ground tomorrow please snowbama,0
really appreciate the follow up I always fly with y all for a reason,1
All pieces were found and safely delivered to our home this afternoon,1
I have been in contact and know there are changes but it s a destination you should really evaluate Thanks,0
El Paso deals May,1
I know it is hard to predict but how are flights from Dallas to Nashville tomorrow AM,0
Thanks I ll keep checking I m trying to book our first Disney World vacation,1
Thank you I know ya ll can t control the weather I appreciate ya ll working to get my flight rebooked the last two days,1
iiiii need help with my flight schedule haha,0
About time and just in time for my next flight Thursday,1
On flight 771 tomorrow Wed 2 18 DEN BNA Will we be delayed or Cancelled Flightled,0
we re flying out tomorrow PLEASE DONT Cancelled Flight Lol,0
No worries at all I would rather be safe on the ground than take any chances Yes Tomorrow AM if BNA reopens,1
fattuesday Great job celebrating mardigras today at Atlanta Airport Another reason I m nuts for you,1
when will the winners of DestinationDragons be announced,0
Awwweesssooomee,1
You guys must have been swamped even took our corporate travel a long time to get in but everything worked out in the end,0
TREMENDOUS job Atlanta Airport saw SW celebrate Mardi Gras Another reason I m nuts for you guys,0
think you need to follow me for a DM,0
When do you all expect to open the reservation through November,0
Amazing customer service as well Will definitely fly with you guys again if my instrument is involved 10 10,1
When are you going to be flying in and out of Nashville The Deicer is in Are you short on planes and is it tomorrow morning,0
your social media team just said sorry Thankfully submitting a complaint got resolution from an amazing rep who called,1
I m scheduled to come back tomorrow finally but I don t know SWA hasn t flown out of Nashville yet but has,0
knows whats up That BlackHistoryMonth commercial Just another thing to add to reasons why I fly with SouthWestAirlines,1
can u get me on flt 3768 instead of 2522 rt now,0
can i take my electric skateboard on a domestic flight if so do same policies listed on your site for regular boards apply,0
what is DM,0
your employees were great,1
confirmation number for new reservation is FP9M6Y I am traveling with a 3 year old please email jennifer cascino com,0
thanks for the reply something is off with the phones becuz after 2 dropped calls at 2 hours on hold I got through on 1 ring,1
Thank you for the vouchers after the long wait on the runway Saturday night at BWI I really appreciate it SWfan,1
you need this song for your next commercial SWA love,0
JH thank you I finally got through the second time,1
haha thanks for the explanation,1
employees spreading a bit of MardiGras cheer at 7 30 this morning in Atlanta NFTYConvention,0
I understand Wonderful Miriam in customer service who was able to reroute me Got any rental car discounts,0
been with my GF for 2 5yrs she s from SF amp I live in Tulsa SWA always takes me there to see my love SouthwestLuvSweeps,1
Hi there I just got my known traveler and would like to add it to a flight that I already purchased What s my best option,0
just get the RR credit card and get the points of family that way,0
Sent Thanks VP,1
what does TSA Pre on my boarding pass mean,0
haha yeah i did just making a joke,0
Thank you so much for stepping up your game and making my day after night of elevator music Much appreciated,1
just talking to customer service makes me appreciate you even more They could learn so much from you,1
Thank you The email about RR pts amp how to gain more wasn t clear so all of mine r gone Anything u can do is appreciated,0
Thanks for the response Was able to get my situation resolved Not a fan of Mother Nature today,1
Is there any way to add a Known Traveler Number to an existing reservation online If not why not,0
needs to offer a college student discount so i can fly home,0
thanks I think we ve got it figured out,1
from LGA to San Diego,0
I got a flight at 11 55am on Thursday but looking for something tomorrow anything available,1
we desparately need yall to make a nonstop BNA gt TUL Cmon it ll be popular right,0
thank you for the response How can I got about getting the points onto my rewards account,0
Tried to DM you it won t let me as it says you are not following me,0
chances of flight leaving BNA tomorrow at 6 20 am to LGA,0
got it squared away Thank you I had a man on the inside help me out,1
Just sent you a DM with the details,0
just did thank you,0
Another great flight amp crew Las Vegas Chicago 3397 Thanks,1
finally got through Thanks,1
thanks got put on the am flight tomorrow Don t have much faith it ll get off the ground tomorrow though,1
I love Southwest and Payton Taylor,1
RDU flights expected to be ok this afternoon and tonight,0
I absolutely will Where can I send it,0
no worries You re doing the best u can Already Cancelled Flighted my biz trip Still LUV you RR 1079871763,1
Happily But you need to follow me in order for me to DM you,0
no worries We got thru eventually I was just curious Best of luck to you dealing with the weather,1
yes Thank you Oct 25 oct 31,1
Already rebooked for tomorrow Fingers crossed,0
followed,0
or you could send me a DM,0
I am following you now I don t think I can DM until you follow me,0
always when I fly SW loyalRRmember,1
thank you someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice Thank you for response,1
Thanks a ton,1
LUV Ya Too I will sing a song for y all when I finally get on that plane back to Nashville LOVESOUTHWESTAIR,1
Hi Thanks Do you have an exact link to that specific page on your site you can share or is it under Flight Status Thx,0
no exceptions for national awards,0
any idea on flights to Nashville tomorrow being clear or Cancelled Flightled,0
is having a sale I m delighted,1
about time Thank you,1
Finally Integration w passbook is a great Valentine gift better then chocoLate Flight You do heart me,1
Finally,0
you guys are awesome dontchangeathing luv,1
Karen with customer service was very helpful Thank you for providing one bright spot in a frustrating situation,1
the 5 50 is sold out too,0
myself and 2 others,0
landing early morning Airport after snowfall,0
and thanks,1
sure Fhk2te Am scheduled to leave this weekend but need to push to October,0
its all good flight eventually took off and landed safely oh and I got the free cup o wine thx,1
I noticed the rates increased a few days ago or the promotion ended Any idea when another promotion will be coming Thanks,0
I am but it says yall are sold out Me amp My coworkers would need to get out first available,0
F5R3ZZ,0
you ve got a mess here at DTW but your staff is doing great,1
Great job with the Passbook integration It ll really help streamline the commute to San Fran,1
Great job Looking forward to my next trip being able to use this new feature,1
any update on flights in to BNA today,0
damn weather messing up everything serenitynow,0
could you tell me if any upgrades are available on a flight out of STL tomorrow morning,0
Got it thanks Any insight into what will happen tomorrow,0
any chance of adding LAX gt JFK direct any time in the future,0
sent,0
trying to fly out of Nashville tomorrow How is it looking,0
do you think the flights out of Nashville will be Cancelled Flighted tomorrow,0
Thank you,1
outstanding customer service Thank you,1
finally,1
trying to get through to cust relations Is there another to use,0
Where should I fly by May 3rd Plz advise,0
Can you link the article where it says the routes and what times the routes are likely to be Like TUL DAL 1 00PM 7 None,0
Southwest mobile boarding passes now available in iOS Passbook,0
Beautiful thanks a ton,1
kind of early but any idea when dates through the first week of sept will come available,0
thanks do yall expect to be operational tomorrow out of Nashville,1
Guys we ve got to do something about the inability to check in online for international flight that has 1 2,0
Is it a temporary site glitch or are you no longer offering flights from GRR to GEG after Feb Can t find any online,0
nice work on the update,1
Yesterday on my way from EWR to FLL just after take off wheelsup JetBlueSoFly,1
I hope so because I fly very often and would hate to change airlines,0
flight 1041 to Savannah GA,0
update on Flight 462 would be appreciated when you have time thanks,0
check DM please,0
Submitted hoping for quick decision tied to another donation we just received Proposal 27th Annual Gala Org Boundless Readers,0
thank you for the information,1
did you know that suicide is the second leading cause of death among teens 10 24,0
Ok and in Dominican Republic what numbers,0
sale please soon I need a tan,0
Yeah I have I m on it Looking for specific dates I will just keep checking daily for a fare drop,0
Hello Good afternoon how are you I need know how much flying for summer from june 13th,0
Not for the dates or destination I m headed,0
great,1
thanks great recap I wouldn t have been able to sleep I was nervous the bad guy was getting away,1
flying w infant for the 1st time can I bring a canister of powder formula for a carry on and or use my plastic formula divider,0
flight 117 proud to fly Jet Blue,1
awesome thanks on hold now,1
I m not sure if you can do anything to help me with that but if you can that d be great,0
Stop trying to make fleek happen PointsMe,0
what are the chances of actually flying out of Charleston today Cold rainy weather in the south of all places,1
I did see that Working on picking up a trip or two as we type,1
Thanks for the quick reply Just wanted to make sure it wasn t just my account,1
wouldn t mind paying for the snacks but no for tix Great job guys,1
flight 462 to Boston delayed due to weather in Tampa,0
More like BaeJet Airways amirite Right back at ya,0
are Amex Plat holders provided access or a credit in the Airspace Lounge in JKF,0
many thanks as always your employees are professional and courteous Whenever I have the option you are my go to airlines,0
Come on and provide service from Destin Fort Walton Beach Airport,0
you ll enjoy this Our fleet s on fleek,0
yer deals never seem to include NYC gt PDX or NYC gt PGH wish they did,0
Airline trouble this winter amp not getting good customer service contact we negotiate resolutions for You,0
thank you Headed from LBC to OAK,0
here you go Your napkins pretty much say it all,1
Our fleet s on fleek I just,0
Slobodin Why not We d sure love to see you Ruth JustDoIt YouKnowYouWantTo you know me too well,1
Do what you love and you ll never work a day in your life,0
It drops 75 when i take off the other two people and vice versa back and forth,0
you don t need to cut services charge more and give a better flying experience That s why I use jet blue in the first place,1
Longing to look into the blue eyes firstlove,1
you all are the best flyfi ondemand leatherseats hipunis legroom,1
Sigh Our fleet s on fleek,0
please start flying to Guyana soon,0
just leave certain things to the kids,0
WOW Thx for thinking of us Greg Heard SOBEWFF was amazing We ve heard the same about ps thx for the info TeamNKH,1
Annnndddd I just booked my flight That was easy,1
Our fleet s on fleek,0
Thank you very much,1
it will be glowing Your crew and your aircraft sparkled You guys know about right Might be a good partnership,1
My friend bought a ticket last night for one of these routes from you and it cost way more Can you help,0
I was returning from SOBEWFF so I had limited carry on space in my tummy Next flight I ll try that snack,0
glad you like it Feel free to steal it,1
your blue helped bring out the color of my eyes And I promise I didn t eat all the free snacks,1
thanks to you customers like me stay loyal From check in to landing,1
A320 pulling into the gate as the sunrises here at this morning jetbluesofly jetblue airbus,1
Thx for the quick response yep I tried but it can t find the flight when I Input the Confirmation,1
Wish Everyone felt like you,1
sounds great Thank you,1
Was nice to see your Veterans Advantage Program at the gate on Sunday MCO Keep up the good work at JetBlue,1
incredible PR team,1
Thanks I m finding lower fares already on other carriers with direct flights July 8 13,1
Offering Special Fares to,0
I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one Is this true,0
A month ago I had a flight booked but then had to Cancelled Flight it I m now Flight Booking Problems a separate flight for a different occasion,0
hi friend Question for you when you have a moment,0
Thanks for the kind words Janna WeAppreciateYou TrueBlue and now I M feeling like a boss jetbluefame,1
boarding the back of the airplane first Like a boss sosmart jetblue frequentflyerappreciates alsoyayforsnacks,1
sooo earlier i said i couldnt fly with you for my school trip but now i can,1
Hi there any rough idea of when January 2016 flights will be made available,0
why are you always so amazing jetblue trueblue,1
now out of A gates and into main terminal DCA members keeping watch from ATCT avgeek,0
great will do once I land in JFK,1
haha TY Do you know what time that lane opens at Logan,1
Flight 1447 N351JB JBLU arrives at following flight from Westchester County Airport,0
here we go again 2nd round trip to CA in a week TrueBlue,0
sure is,1
wants Customs at Long Beach Airport for future international flights By cc,0
after my second call to customer service and the fifth person I talked to an amazing rep fixed it in about 5 mins persistence,1
RT Our fleet s on fleek,0
thanks so much,1
Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow,0
At the airport ready to get this red eye going Soooooo sleepy NoPlaceLikeHome eventhoughits2degreesathome,0
We hope you re still our bae haa man,0
its domestic I just wanted more of an idea so I don t get surprised,0
That makes two of us Lol Blushing,1
would a storage container like this green one be acceptable to check in with luggage 18Gal totes,0
Happy Anniversary It s hard to believe you re 15 You re so young,1
1680 Super smooth flight and landing Nicely done,1
try harder Take a winners attitude to your work,0
Our fleet s on fleek this happened,0
Stop this madness RT Our fleet s on fleek,0
I can t find a good photo of it You got one goodnight,0
FYI I m onboard 616 comfortably travelling to JFK seat was no problem as you said Thanks for making flying more civilized,1
I like Follow,1
or she,0
if i ask ask the pilot will he tell me the name of our aiecraft,0
AIRPORT CODE TEST GO SLC BOS MCO,0
Our fleet s on fleek lt lt Now THAT is fuckin funny,0
Do you have any flights with lie flat seating from STL to PDX on or around the date of March 5,0
formally requests and to establish customs facilities for international flights,0
Are all of your flights out of Charleston tomorrow on time or is there a possibility for delays Cancelled Flightlations,0
Welp Our fleet s on fleek,0
plan to repair its brand via,0
ok is I hope thy the Bahamas next,0
Our fleet s on fleek,0
Not trying to make you look bad on your website it says Due to weather in the Charleston NC Its actually in SC not NC,1
can your people working this contact me I have a project in the works,0
When chging flight isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption,0
Oh yeah RT Our fleet s on fleek,0
when are you guys flying it froward in the Bahamas,0
Our fleet s on fleek,0
Btw thanks for responding quickly,1
No it s weird I picked other cities just to test those worked not the one I want Works on phone though so I ll use that,0
Listen im not gonna deny this but RT Our fleet s on fleek,0
RT Our fleet s on fleek,0
you found my camera Thank you You rock,1
Our fleet s on fleek SMH,0
how sway how Our fleet s on fleek,0
um wut Our fleet s on fleek,0
Alright Someone has to stop this RT Our fleet s on fleek,0
Stop Please RT Our fleet s on fleek,1
SHUT THE DOOR ON YOUR WAY OUT,0
Gotcha thanks for the update I m ready to go whenever you are Enjoy your evening,1
Our non profit ARC would love tickets as we rely on airlines for extractions in saving abducted children and returning them Home,0
RT New airline expected to make its way to MEM,0
RT New airline expected to make its way to MEM,0
RT New airline expected to make its way to MEM,0
Well thankfully they ve got a nice food court here When will an update be posted,1
smh RT Our fleet s on fleek,0
Same,0
Our fleet s on fleek,0
CEO s challenge appease passengers Wall Street The Columbian,0
i heard youre planning on letting people fly in the overhead compartments why would you do that,0
Worked now ty,1
Im just saying change can be amazing like Miami,0
LOLOLOLOLOL Our fleet s on fleek,0
lmfao,0
what s good with a Miami terminal,0
Our fleet s on fleek Oh word,0
everyone is overreacting Keep up your swag,0
Our fleet s on fleek,0
my mom always said to never settle If your chips ain t blue you just won t do,0
I would prefer a similar picture but full of E190 tails but great shot,1
So relieved I m flying after listening to everyone at the neighboring gate bitch about Spirit My airline s better than yours,1
Our fleet s on fleek no Yall better than this,1
Our fleet s on fleek let s keep it professional,0
We had 2 great flights into and out of the Bahamas even during the bad weather in the northeast thanks for the great service,1
OMGee OnFleek Why Why How many people even know what that means lol,0
s CEO battles to appease passengers and Wall Street Waterbury Republican American,0
Our fleet s on fleek foh,0
So excited to hear about your move towards international travel from Long Beach Airport,1
two rows,0
Our fleet s on fleek NOOOOOOOOOOOOOOOOOO,0
hi guys do you have a general enquires email address please Thanks David,0
Thanks so much for talking to me The article about Twitter chats came out great contentmarketing,1
HA Our fleet s on fleek,0
hi I flew with your airline once in Australia and saw zero kangaroos Had this been rectified,0
No they didn t Our fleet s on fleek,0
Our fleet s on fleek,0
How do I know if my flight was deemed a dark flight,0
Bruh Our fleet s on fleek,0
CEO battles to appease passengers investors Toledo Blade,0
How can I check that I do not believe I was given a credit for that automatically,0
Our fleet s on fleek WTF,0
Lol k Our fleet s on fleek,0
Our fleet s on fleek Freberg15,0
Our fleet s on fleek lol wut,0
RT Our fleet s on fleek,0
Our fleet s on fleek lmfaooooo hook me up with a flight,0
Our fleet s on fleek,0
Indeed It was not,0
Need to get my 3 yr old to Nassau from SEA to meet her great granny she was named after who just turned 103 FlyingitForward,0
Just got the time to reply and share my thoughts in greater detail via web form,0
YASSSSS Da Fuccc RT Our fleet s on fleek,0
you guys operate a world class company and for that I thank you,1
Our fleet s on fleek lol,0
Oh wow sm Our fleet s on fleek,0
Real RT Our fleet s on fleek,0
loved the service from the staff at Newark today Good service goes along way I appreciate your preciation Nj Tampa,1
Why lord why Our fleet s on fleek,0
Our fleet s on fleek C mon fam just No Ok,0
lord,0
You don t have to do this Our fleet s on fleek,0
when can we start Flight Booking Problems flights for November,0
Our fleet s on fleek,0
Don t show these to Larry Fedora RT Our fleet s on fleek,1
NO Our fleet s on fleek,0
Our fleet s on fleek r u serious,0
Why we can t have nice things RT Our fleet s on fleek,0
RT Our fleet s on fleek,0
Our fleet s on fleek wow,0
lolol myc88,1
shows us their sense of humor with these tongue in cheek flight etiquette videos,1
but why RT Our fleet s on fleek,0
Our fleet s on fleek I have to refrain what I want to say,0
Our fleet s on fleek see,0
STAHHPPP RT Our fleet s on fleek,0
Too Late Flight RT Our fleet s on fleek,0
Who did this Our fleet s on fleek,0
true Maybe Wish I had expedited security haha,1
i hate the internet lol,0
Why Our fleet s on fleek,1
Welllllll RT Our fleet s on fleek,0
Our fleet s on fleek why,0
Peak Caucasity RT Our fleet s on fleek,0
Power Moves RT Our fleet s on fleek,1
JetBlue reading the NYTimes Our fleet s on fleek,0
why bro,0
Our fleet s on fleek lmaoooo,0
Delete this tweet,0
Our fleet s on fleek why,0
well duh My grandfather just got hired as a TSA agent and currently at PWM,0
Lmfaooo Our fleet s on fleek,1
also My party me and my sister and mom are on three separate reservations Will TSA lets us go through together or alone,0
is there also a way I can get a printed one for my records I keep them whenever I fly,0
window exits give it away,0
when I check in tomorrow morning for my flight on wens can I automatically add it to passbook,0
it s all a320 s right,0
Who Okay d this RT Our fleet s on fleek,0
LOL you guys are so on it me had this been 4 months ago Our fleet s on fleek,1
wow keeping up with the times,1
Can you not Our fleet s on fleek,0
Our fleet s on fleek,0
No RT Our fleet s on fleek,0
Really Our fleet s on fleek,0
tell the truth this is a pic of your social media community managers isn t it,0
lol the fleet on fleek i see yall ballin new jets on deck,0
Our fleet s on fleek,0
I always look forward to JB RT Looking forward to welcoming you onboard,1
BLOCK ME BIKE RT Our fleet s on fleek,0
Awww man but I need to buy this ticket today and be home the 1st of March Where do I go for this or can you assist me,0
which type plane is flt 1065 from bos to rsw,0
RT Our fleet s on fleek,0
toss this ticket it s great PR and I m sure every college student following me will be willing to rock out wit too,1
You know what RT Our fleet s on fleek,0
Please explain Our fleet s on fleek,0
Our fleet s on fleek,0
Our fleet s on fleek,0
Our fleet s on fleek lol wow,1
with 3 kids and 11 days 340 doesn t work and it s months in advance,0
On the brink of bankruptcy Our fleet s on fleek,0
you haven t got me just yet Can a 1 way LAX NYC cost me under 190,0
X x RT Our fleet s on fleek,0
Or how about a 1way LAX NYC area under 190 Is this possible,0
Our fleet s on fleek,0
Our fleet s on fleek Really Jet Blue Lmao,0
Lovely RT Our fleet s on fleek,1
Sent,0
